cidade,uf,servico,valor_mensal,capacidade_mb,vigencia_meses,ip_fixo,interface
Brasilia / Df (Bsa),DF,IP DEDICADO,490.0,20,0,0,RÃDIO
Brasilia / Df (Bsa),DF,IP DEDICADO,500.0,55,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,800.0,52,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,650.0,20,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,800.0,30,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,0.0,55,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,0.0,55,0,0,FIBRA
Quatro Barras / Pr (Qbs),PR,IP DEDICADO,752.0,5,0,0,RÃDIO
Sao Jose Dos Pinhais / Pr (Sjp),PR,IP DEDICADO,299.0,10,0,0,FIBRA
Sao Jose Dos Pinhais / Pr (Sjp),PR,IP DEDICADO,299.0,10,0,0,FIBRA
Nova Ramada / Rs (Nvrd),RS,IP DEDICADO,190.0,20,0,0,FIBRA
Ajuricaba / Rs (Ajr),RS,IP DEDICADO,350.0,100,0,0,FIBRA
Ajuricaba / Rs (Ajr),RS,IP DEDICADO,250.0,10,0,0,RÃDIO
Ajuricaba / Rs (Ajr),RS,IP DEDICADO,350.0,50,12,,FIBRA
Londrina / Pr (Lda),PR,IP DEDICADO,310.0,5,0,0,FIBRA
Londrina / Pr (Lda),PR,IP BANDA LARGA,179.9,90,0,0,FIBRA
Bataguassu / Ms (Btg),MS,IP BANDA LARGA,149.0,200,0,0,FIBRA
Jaiba / Mg (Jabx),MG,IP BANDA LARGA,159.9,200,0,0,FIBRA
Querencia / Mt (Qrnc),MT,IP DEDICADO,850.0,10,0,0,FIBRA
Parauapebas / Pa (Pup),PA,IP DEDICADO,400.0,4,0,0,FIBRA
Parauapebas / Pa (Pup),PA,IP DEDICADO,0.0,50,0,0,FIBRA
Parauapebas / Pa (Pup),PA,IP DEDICADO,0.0,8,0,0,FIBRA
Parauapebas / Pa (Pup),PA,IP DEDICADO,600.0,4,0,0,FIBRA
Sao Francisco Do Guapore / Ro (Sfyo),RO,IP BANDA LARGA,189.9,250,0,0,FIBRA
Sao Miguel Do Guapore / Ro (Smge),RO,IP BANDA LARGA,189.9,250,0,0,FIBRA
Eldorado Do Sul / Rs (Esu),RS,IP DEDICADO,499.5,10,0,0,FIBRA
Eldorado Do Sul / Rs (Esu),RS,IP DEDICADO,499.5,4,0,0,FIBRA
Mirassol D\'Oeste / Mt (Mis),MT,IP DEDICADO,300.0,10,0,0,FIBRA
Niquelandia / Go (Nqa),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Campinorte / Go (Cno),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Alto Horizonte / Go (Aohz),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Mara Rosa / Go (Mao),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Uruacu / Go (Urc),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Niquelandia / Go (Nqa),GO,IP DEDICADO,350.0,12,0,,FIBRA
Tres Lagoas / Ms (Tls),MS,IP DEDICADO,750.0,50,0,0,FIBRA
Sao Jose Dos Campos / Sp (Sjc),SP,IP DEDICADO,0.0,30,0,,FIBRA
Sao Jose Dos Campos / Sp (Sjc),SP,IP DEDICADO,450.0,2,0,0,RÃDIO
Cacapava / Sp (Cpv),SP,IP DEDICADO,550.0,2,0,0,FIBRA
Sao Jose Dos Campos / Sp (Sjc),SP,IP DEDICADO,500.0,5,0,0,FIBRA
Sao Jose Dos Campos / Sp (Sjc),SP,IP DEDICADO,750.0,20,0,0,FIBRA
Cacapava / Sp (Cpv),SP,IP DEDICADO,0.0,200,0,,FIBRA
Jacarei / Sp (Jci),SP,IP DEDICADO,750.0,20,0,0,FIBRA
Londrina / Pr (Lda),PR,IP BANDA LARGA,152.69,90,0,0,FIBRA
Cambe / Pr (Cab),PR,IP DEDICADO,299.9,15,0,0,FIBRA
Londrina / Pr (Lda),PR,IP DEDICADO,299.9,15,0,0,FIBRA
Londrina / Pr (Lda),PR,IP DEDICADO,360.0,15,0,0,FIBRA
Santa Helena De Goias / Go (Shg),GO,IP DEDICADO,0.0,10,12,,FIBRA
Sao Gabriel / Rs (Sgb),RS,IP DEDICADO,480.0,22,0,0,FIBRA
Sao Gabriel / Rs (Sgb),RS,L2L LAST MILE,450.0,75,0,0,FIBRA
Sao Gabriel / Rs (Sgb),RS,L2L LAST MILE,350.0,10,0,0,FIBRA
Sao Gabriel / Rs (Sgb),RS,IP DEDICADO,550.0,10,0,0,FIBRA
Sao Gabriel / Rs (Sgb),RS,L2L LAST MILE,257.7,10,0,,FIBRA
Sao Gabriel / Rs (Sgb),RS,L2L LAST MILE,650.0,10,0,0,FIBRA
Sao Gabriel / Rs (Sgb),RS,L2L LAST MILE,270.0,2,0,0,FIBRA
Petropolis / Rj (Pts),RJ,IP DEDICADO,990.0,20,0,0,FIBRA
Londrina / Pr (Lda),PR,IP DEDICADO,500.0,12,0,0,FIBRA
Assis Chateaubriand / Pr (Asd),PR,IP BANDA LARGA,269.9,1000,0,0,FIBRA
Castanhal / Pa (Cah),PA,IP DEDICADO,800.0,50,0,,FIBRA
Indaiatuba / Sp (Idu),SP,IP DEDICADO,189.9,2,0,0,RÃDIO
Carazinho / Rs (Cio),RS,IP DEDICADO,500.0,15,0,0,RÃDIO
Belford Roxo / Rj (Bero),RJ,IP DEDICADO,500.0,4,0,0,RÃDIO
Campinas Do Sul / Rs (Cpy),RS,IP DEDICADO,360.0,10,0,,FIBRA
Nonoai / Rs (Nni),RS,IP DEDICADO,280.0,4,0,0,FIBRA
Itatiba Do Sul / Rs (Itl),RS,IP DEDICADO,250.0,10,0,0,FIBRA
Erval Grande / Rs (Eve),RS,IP DEDICADO,250.0,10,0,,FIBRA
Nonoai / Rs (Nni),RS,IP DEDICADO,280.0,2,0,0,FIBRA
Faxinalzinho / Rs (Fxz),RS,IP DEDICADO,250.0,10,0,,FIBRA
Itatiba Do Sul / Rs (Itl),RS,IP DEDICADO,250.0,25,0,0,FIBRA
Jundiai / Sp (Jai),SP,IP DEDICADO,600.0,50,0,0,FIBRA
Cubatao / Sp (Cao),SP,IP DEDICADO,550.0,10,0,0,FIBRA
Jundiai / Sp (Jai),SP,IP DEDICADO,600.0,30,0,0,FIBRA
Vinhedo / Sp (Vin),SP,IP DEDICADO,600.0,20,0,0,FIBRA
Rio Claro / Sp (Rco),SP,IP DEDICADO,600.0,40,0,,FIBRA
Jundiai / Sp (Jai),SP,IP DEDICADO,700.0,50,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,450.0,10,0,0,FIBRA
Vinhedo / Sp (Vin),SP,IP DEDICADO,500.0,10,0,0,RÃDIO
Vinhedo / Sp (Vin),SP,IP DEDICADO,500.0,10,0,0,FIBRA
Sumare / Sp (Sum),SP,IP DEDICADO,500.0,10,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,600.0,4,0,0,FIBRA
Vinhedo / Sp (Vin),SP,IP DEDICADO,910.0,100,0,0,FIBRA
Jundiai / Sp (Jai),SP,IP DEDICADO,0.0,300,0,0,FIBRA
Cubatao / Sp (Cao),SP,IP DEDICADO,0.0,100,0,0,FIBRA
Extrema / Mg (Exm),MG,IP DEDICADO,400.0,10,0,0,FIBRA
Sumare / Sp (Sum),SP,IP DEDICADO,500.0,100,0,0,FIBRA
Sumare / Sp (Sum),SP,IP DEDICADO,0.0,300,0,0,FIBRA
Itupeva / Sp (Itv),SP,IP DEDICADO,0.0,100,12,,FIBRA
Sao Vicente / Sp (Sve),SP,IP DEDICADO,0.0,100,0,0,FIBRA
Sumare / Sp (Sum),SP,IP DEDICADO,650.0,100,0,,FIBRA
Louveira / Sp (Lou),SP,IP DEDICADO,500.0,50,0,0,FIBRA
Itupeva / Sp (Itv),SP,IP DEDICADO,600.0,100,0,0,FIBRA
Jarinu / Sp (Jiu),SP,IP DEDICADO,680.0,20,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,550.0,30,0,,FIBRA
Cubatao / Sp (Cao),SP,IP DEDICADO,800.0,100,0,0,FIBRA
Jundiai / Sp (Jai),SP,IP DEDICADO,730.0,200,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,350.0,20,0,0,FIBRA
Louveira / Sp (Lou),SP,IP DEDICADO,850.0,155,0,0,FIBRA
Santos / Sp (Sts),SP,IP DEDICADO,650.0,102,0,0,FIBRA
Sao Valentim / Rs (Svm),RS,IP DEDICADO,250.0,10,0,,FIBRA
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,0.01,10,0,,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,130.0,512,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,116.0,256,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,0.01,20,0,,RÃDIO
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,517.42,5,0,0,RÃDIO
Santo Andre / Sp (Sne),SP,IP DEDICADO,300.0,10,0,,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,0.01,15,0,0,RÃDIO
Guarulhos / Sp (Grs),SP,IP DEDICADO,250.0,10,0,,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,150.0,10,0,0,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,0.01,20,0,0,RÃDIO
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,200.0,0,0,0,
Sao Paulo / Sp (Spo),SP,IP DEDICADO,150.0,0,0,0,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,150.0,0,0,0,RÃDIO
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,0.01,20,0,0,RÃDIO
Jundiai / Sp (Jai),SP,IP DEDICADO,0.01,30,0,0,RÃDIO
Cabreuva / Sp (Cva),SP,IP DEDICADO,150.0,20,0,0,RÃDIO
Suzano / Sp (Szn),SP,IP DEDICADO,250.0,10,0,0,RÃDIO
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,8.0,256,0,0,RÃDIO
Mogi Das Cruzes / Sp (Mcz),SP,L2L LAST MILE,0.01,30,0,0,RÃDIO
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,300.0,10,0,0,RÃDIO
Sao Sebastiao Do Paraiso / Mg (Ssp),MG,IP BANDA LARGA,124.9,100,0,0,FIBRA
Gravatai / Rs (Gti),RS,IP DEDICADO,0.01,50,0,0,FIBRA
Gravatai / Rs (Gti),RS,IP DEDICADO,750.0,100,0,0,FIBRA
Gravatai / Rs (Gti),RS,IP DEDICADO,750.0,100,0,0,FIBRA
Sao Francisco De Assis / Rs (Sfc),RS,IP DEDICADO,250.0,12,0,0,FIBRA
Sao Francisco De Assis / Rs (Sfc),RS,IP DEDICADO,250.0,12,0,0,FIBRA
Sao Francisco De Assis / Rs (Sfc),RS,IP DEDICADO,200.0,22,0,0,FIBRA
Sao Francisco De Assis / Rs (Sfc),RS,IP DEDICADO,250.0,10,0,0,FIBRA
Sao Francisco De Assis / Rs (Sfc),RS,IP DEDICADO,250.0,2,0,0,FIBRA
Umuarama / Pr (Umr),PR,IP DEDICADO,500.0,50,0,0,FIBRA
Recife / Pe (Rce),PE,IP DEDICADO,800.0,100,0,0,FIBRA
Cabo De Santo Agostinho / Pe (Cbo),PE,IP DEDICADO,600.0,25,0,0,FIBRA
Cabo De Santo Agostinho / Pe (Cbo),PE,IP DEDICADO,225.0,2,0,0,FIBRA
Macapa / Ap (Mpa),AP,IP DEDICADO,0.0,100,0,,FIBRA
Salvador / Ba (Sdr),BA,IP DEDICADO,790.0,50,0,0,FIBRA
Aracatuba / Sp (Arc),SP,IP DEDICADO,650.0,50,0,0,FIBRA
Palmares Do Sul / Rs (Pww),RS,IP DEDICADO,149.0,100,0,0,FIBRA
Palmares Do Sul / Rs (Pww),RS,IP DEDICADO,209.0,200,0,0,FIBRA
Capivari Do Sul / Rs (Cvar),RS,IP DEDICADO,149.0,100,0,0,FIBRA
Ijui / Rs (Iji),RS,IP DEDICADO,0.01,0,0,0,RÃDIO
Capivari Do Sul / Rs (Cvar),RS,IP DEDICADO,320.0,10,0,0,FIBRA
Sao Luis / Ma (Sls),MA,IP DEDICADO,250.0,50,0,,FIBRA
Redencao / Pa (Rdo),PA,IP BANDA LARGA,200.0,100,0,0,FIBRA
Campo Grande / Ms (Cpe),MS,IP DEDICADO,0.0,50,0,0,RÃDIO
Cacapava Do Sul / Rs (Cpu),RS,IP DEDICADO,300.0,12,0,0,FIBRA
Cacapava Do Sul / Rs (Cpu),RS,IP DEDICADO,180.0,1,0,0,FIBRA
Cacapava Do Sul / Rs (Cpu),RS,IP DEDICADO,380.0,10,0,,FIBRA
Cacapava Do Sul / Rs (Cpu),RS,IP DEDICADO,380.0,25,0,,FIBRA
Cacapava Do Sul / Rs (Cpu),RS,IP DEDICADO,300.0,4,0,0,FIBRA
Itabuna / Ba (Itb),BA,IP DEDICADO,500.0,40,0,,RÃDIO
Jacarei / Sp (Jci),SP,IP DEDICADO,655.5,100,0,0,FIBRA
Avare / Sp (Avr),SP,IP DEDICADO,800.0,50,0,0,FIBRA
Avare / Sp (Avr),SP,IP DEDICADO,0.0,50,0,0,RÃDIO
Campina Verde / Mg (Cve),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Alpinopolis / Mg (Als),MG,IP BANDA LARGA,182.9,100,0,0,FIBRA
Bauru / Sp (Bru),SP,IP DEDICADO,0.0,100,0,0,RÃDIO
Caraa / Rs (Craa),RS,IP DEDICADO,600.0,22,0,0,FIBRA
Guarai / To (Gui),TO,IP DEDICADO,300.0,10,0,0,FIBRA
Cacoal / Ro (Cwl),RO,IP DEDICADO,0.0,65,0,0,FIBRA
Belo Oriente / Mg (Bot),MG,IP DEDICADO,0.0,20,0,0,RÃDIO
Ipatinga / Mg (Iig),MG,IP DEDICADO,700.0,50,0,0,RÃDIO
Dionisio Cerqueira / Sc (Dcq),SC,IP BANDA LARGA,210.0,1000,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,150.0,240,0,0,FIBRA
Nova Brasilandia D\'Oeste / Ro (Nba),RO,IP BANDA LARGA,110.0,100,0,,FIBRA
Vera / Mt (Ver),MT,IP DEDICADO,300.0,12,0,0,FIBRA
Duque De Caxias / Rj (Dqx),RJ,IP DEDICADO,700.0,20,0,0,FIBRA
Colider / Mt (Cde),MT,IP BANDA LARGA,200.0,500,0,0,FIBRA
Francisco Sa / Mg (Fcs),MG,IP BANDA LARGA,124.9,500,0,0,FIBRA
Colider / Mt (Cde),MT,IP BANDA LARGA,200.0,500,0,0,FIBRA
Colider / Mt (Cde),MT,IP BANDA LARGA,194.0,500,0,0,FIBRA
Marau / Rs (Mra),RS,IP DEDICADO,350.0,52,0,0,FIBRA
Encantado / Rs (Etd),RS,IP BANDA LARGA,150.0,200,0,0,FIBRA
Arvorezinha / Rs (Avz),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Guapore / Rs (Gao),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Ilopolis / Rs (Ilp),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Ilopolis / Rs (Ilp),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Guapore / Rs (Gao),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Arvorezinha / Rs (Avz),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Arvorezinha / Rs (Avz),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Marau / Rs (Mra),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Marau / Rs (Mra),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Arvorezinha / Rs (Avz),RS,IP DEDICADO,350.0,10,0,0,FIBRA
Serafina Correa / Rs (Sfo),RS,IP DEDICADO,250.0,10,0,,FIBRA
Sao Jose / Sc (Soo),SC,IP DEDICADO,400.0,30,0,0,FIBRA
Palhoca / Sc (Pac),SC,IP DEDICADO,400.0,50,0,0,FIBRA
Governador Celso Ramos / Sc (Gcs),SC,IP DEDICADO,0.0,200,0,0,FIBRA
Barra Do Guarita / Rs (Bagi),RS,IP DEDICADO,139.9,250,0,0,FIBRA
Barra Do Guarita / Rs (Bagi),RS,IP DEDICADO,139.9,250,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,400.0,20,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP BANDA LARGA,200.0,20,0,0,RÃDIO
Belford Roxo / Rj (Bero),RJ,IP DEDICADO,200.0,20,0,0,RÃDIO
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,350.0,15,0,0,FIBRA
Limeira / Sp (Lra),SP,IP DEDICADO,0.0,20,0,0,RÃDIO
Carlos Chagas / Mg (Cch),MG,IP BANDA LARGA,99.9,600,0,0,FIBRA
Nanuque / Mg (Nne),MG,IP BANDA LARGA,99.9,600,0,0,FIBRA
Caxias Do Sul / Rs (Csl),RS,IP DEDICADO,129.9,2,0,0,FIBRA
Caxias Do Sul / Rs (Csl),RS,IP DEDICADO,129.9,1,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,250.0,150,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,250.0,150,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,250.0,100,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,250.0,100,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,250.0,100,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,500.0,30,0,,FIBRA
Nova Mutum / Mt (Nmm),MT,IP DEDICADO,600.0,40,0,0,FIBRA
Nova Mutum / Mt (Nmm),MT,IP DEDICADO,219.9,350,0,0,FIBRA
Colniza / Mt (Cniz),MT,IP DEDICADO,325.0,500,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,0.0,50,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,585.0,20,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,580.0,20,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,880.0,30,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,601.0,10,0,,FIBRA
Sorocaba / Sp (Soc),SP,IP DEDICADO,675.0,30,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,700.0,50,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,580.0,30,0,,FIBRA
Barueri / Sp (Bre),SP,IP DEDICADO,650.0,50,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,650.0,20,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,400.0,15,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP DEDICADO,780.0,50,0,0,FIBRA
Duque De Caxias / Rj (Dqx),RJ,IP DEDICADO,500.0,12,0,,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,600.0,62,0,0,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP DEDICADO,0.0,510,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,350.0,12,0,,FIBRA
Cassia / Mg (Csa),MG,IP DEDICADO,150.0,10,0,0,FIBRA
Teresina / Pi (Tsa),PI,IP DEDICADO,599.0,20,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,699.0,100,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,600.0,10,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,400.0,15,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,0.0,100,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,300.0,15,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Ivinhema / Ms (Ivh),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Fatima Do Sul / Ms (Fsu),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,290.0,12,0,0,FIBRA
Chapadao Do Sul / Ms (Csf),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Nova Alvorada Do Sul / Ms (Naad),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Anastacio / Ms (Anc),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Mundo Novo / Ms (Muv),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Nova Andradina / Ms (Ndi),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Chapadao Do Sul / Ms (Csf),MS,IP DEDICADO,290.0,10,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,0.0,40,0,,RÃDIO
Campinas / Sp (Cas),SP,IP DEDICADO,0.0,20,0,0,RÃDIO
Campinas / Sp (Cas),SP,IP DEDICADO,700.0,10,0,0,RÃDIO
Campinas / Sp (Cas),SP,IP DEDICADO,600.0,4,0,,RÃDIO
Sumare / Sp (Sum),SP,IP DEDICADO,800.0,10,0,0,RÃDIO
Campinas / Sp (Cas),SP,IP DEDICADO,0.0,100,1,0,RÃDIO
Louveira / Sp (Lou),SP,IP DEDICADO,550.0,4,0,0,RÃDIO
Louveira / Sp (Lou),SP,IP DEDICADO,658.0,2,0,0,RÃDIO
Louveira / Sp (Lou),SP,IP DEDICADO,500.0,4,0,0,RÃDIO
Campinas / Sp (Cas),SP,IP DEDICADO,350.0,2,0,0,RÃDIO
Campinas / Sp (Cas),SP,IP DEDICADO,350.0,2,0,0,RÃDIO
Chapadinha / Ma (Chi),MA,IP DEDICADO,350.0,10,0,,FIBRA
Monte Alto / Sp (Mnt),SP,IP DEDICADO,350.0,20,0,0,FIBRA
Arroio Grande / Rs (Aog),RS,IP DEDICADO,150.0,32,0,0,FIBRA
Arroio Grande / Rs (Aog),RS,IP DEDICADO,199.0,25,0,0,FIBRA
Arroio Grande / Rs (Aog),RS,L2L LAST MILE,200.0,2,0,0,FIBRA
Arroio Grande / Rs (Aog),RS,IP DEDICADO,250.0,10,0,,FIBRA
Maringa / Pr (Mga),PR,IP DEDICADO,995.0,50,0,,FIBRA
Arapongas / Pr (Aps),PR,IP DEDICADO,250.0,12,0,0,FIBRA
Fortaleza / Ce (Fla),CE,IP DEDICADO,290.0,20,0,0,FIBRA
Fortaleza / Ce (Fla),CE,IP BANDA LARGA,140.0,100,0,0,FIBRA
Fortaleza / Ce (Fla),CE,IP BANDA LARGA,140.0,100,0,0,FIBRA
Maracanau / Ce (Mcw),CE,IP DEDICADO,450.0,2,0,0,FIBRA
Governador Celso Ramos / Sc (Gcs),SC,IP DEDICADO,0.0,200,0,0,RÃDIO
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,490.0,20,0,0,RÃDIO
Patos De Minas / Mg (Pms),MG,IP DEDICADO,270.0,10,0,0,FIBRA
Patos De Minas / Mg (Pms),MG,IP DEDICADO,300.0,15,0,0,FIBRA
Sao Francisco / Mg (Sfi),MG,IP DEDICADO,270.0,10,0,0,FIBRA
Januaria / Mg (Jnu),MG,IP DEDICADO,270.0,10,0,0,FIBRA
Pires Do Rio / Go (Pir),GO,IP BANDA LARGA,200.0,100,0,0,FIBRA
Nova Santa Rita / Rs (Nvsr),RS,IP DEDICADO,0.0,300,0,0,FIBRA
Nova Santa Rita / Rs (Nvsr),RS,IP DEDICADO,900.0,30,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP BANDA LARGA,180.0,90,0,,FIBRA
Xanxere / Sc (Xxe),SC,IP BANDA LARGA,180.0,90,0,0,FIBRA
Maravilha / Sc (Mvh),SC,IP BANDA LARGA,180.0,90,0,0,FIBRA
Pinhalzinho / Sc (Pzo),SC,IP BANDA LARGA,180.0,90,0,0,FIBRA
Joacaba / Sc (Jca),SC,IP DEDICADO,200.0,7,0,,FIBRA
Soledade / Rs (Sdd),RS,IP BANDA LARGA,190.0,150,0,0,FIBRA
Santa Maria / Rs (Sma),RS,IP BANDA LARGA,220.0,200,0,0,FIBRA
Lajeado / Rs (Ljo),RS,IP BANDA LARGA,220.0,200,0,0,FIBRA
Farroupilha / Rs (Frl),RS,IP BANDA LARGA,190.0,150,0,0,FIBRA
Vacaria / Rs (Vaa),RS,L2L LAST MILE,250.0,15,0,0,FIBRA
Entre Rios Do Sul / Rs (Eri),RS,L2L LAST MILE,400.0,50,0,0,FIBRA
Gravatai / Rs (Gti),RS,L2L LAST MILE,260.0,10,0,0,FIBRA
Telemaco Borba / Pr (Teb),PR,L2L LAST MILE,280.0,20,0,0,FIBRA
Tapejara / Pr (Tja),PR,L2L LAST MILE,300.0,20,0,0,FIBRA
Prudentopolis / Pr (Pdt),PR,L2L LAST MILE,300.0,20,0,0,FIBRA
Toledo / Pr (Too),PR,L2L LAST MILE,300.0,20,0,0,FIBRA
Umuarama / Pr (Umr),PR,L2L LAST MILE,300.0,20,0,0,FIBRA
Sananduva / Rs (Suv),RS,L2L LAST MILE,200.0,20,0,0,FIBRA
Xaxim / Sc (Xxm),SC,L2L LAST MILE,200.0,20,0,0,FIBRA
Santa Barbara Do Sul / Rs (Sbu),RS,L2L LAST MILE,200.0,20,0,0,FIBRA
Guarapuava / Pr (Grp),PR,L2L LAST MILE,350.0,10,0,0,FIBRA
Marcelino Ramos / Rs (Mel),RS,L2L LAST MILE,350.0,10,0,,FIBRA
Nonoai / Rs (Nni),RS,L2L LAST MILE,200.0,20,0,0,FIBRA
Campinas Do Sul / Rs (Cpy),RS,L2L LAST MILE,200.0,20,0,0,FIBRA
Jacutinga / Rs (Jtg),RS,L2L LAST MILE,200.0,20,0,0,FIBRA
Marcelino Ramos / Rs (Mel),RS,L2L LAST MILE,350.0,10,0,,FIBRA
Aurea / Rs (Auw),RS,L2L LAST MILE,200.0,22,0,0,FIBRA
Mariano Moro / Rs (Mmo),RS,L2L LAST MILE,200.0,22,0,0,FIBRA
Vacaria / Rs (Vaa),RS,IP DEDICADO,380.0,10,0,,FIBRA
Gaurama / Rs (Gau),RS,L2L LAST MILE,500.0,20,0,0,FIBRA
Xanxere / Sc (Xxe),SC,L2L LAST MILE,300.0,12,0,,FIBRA
Toledo / Pr (Too),PR,L2L LAST MILE,300.0,12,0,0,FIBRA
Lages / Sc (Lgs),SC,L2L LAST MILE,300.0,10,0,,FIBRA
Lages / Sc (Lgs),SC,IP DEDICADO,250.0,12,0,0,FIBRA
Capao Da Canoa / Rs (Kdk),RS,L2L LAST MILE,400.0,20,0,,FIBRA
Barros Cassal / Rs (Bsl),RS,L2L LAST MILE,250.0,10,0,,FIBRA
Lagoa Vermelha / Rs (Lvh),RS,L2L LAST MILE,250.0,10,0,,FIBRA
Lagoa Vermelha / Rs (Lvh),RS,L2L LAST MILE,250.0,10,0,,FIBRA
Nonoai / Rs (Nni),RS,L2L LAST MILE,250.0,50,12,,FIBRA
Jaquirana / Rs (Jqr),RS,IP BANDA LARGA,124.9,200,0,,FIBRA
Porto Maua / Rs (Pomu),RS,IP BANDA LARGA,190.0,100,0,0,FIBRA
Barueri / Sp (Bre),SP,IP DEDICADO,600.0,100,0,0,FIBRA
